path,kind,detected_encoding,has_bom,is_binary,status,notes
.dockerignore,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
.env,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
.gitignore,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
AGENT.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
app.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/__init__.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/adapters/__init__.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/app.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/assist_models.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/catalog.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/__init__.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/analysis_store.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/api.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/orientation.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/persistence.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/pipeline.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/pipeline_v2.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/profiles.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/report.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/support_region.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/v3/__init__.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/v3/diagnostics.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/v3/edge_pairs.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/v3/fallback.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/v3/geometry_guard.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/v3/local_orientation.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/v3/local_preprocess.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/v3/methodologies.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/v3/multiscale.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/v3/pipeline.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/v3/recenter.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/v3/support_roi.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/diameter_research/validation.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/features.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/image_codec.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/library_store.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/main.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/metrics.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/persistence.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/plugins/__init__.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/plugins/base.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/plugins/experiments.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/plugins/helpers.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/project_transfer.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/projects_api.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/projects_store.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/registry.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/runner.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/scribble.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
backend/session_store.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
CHANGELOG.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
docker-compose.yml,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
Dockerfile.backend,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
Dockerfile.frontend,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
docs/assets/.gitkeep,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
docs/GITHUB_RELEASES_WINDOWS_MAC.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
docs/internal/plan_tutorial.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
docs/internal/seguimiento_guardado_circulo.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
docs/internal/seguimiento_traduccion_ui.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
docs/README_USUARIO.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
docs/repo_tree.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/.env,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/index.html,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/nginx.conf,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/package-lock.json,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/package.json,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/public/fonts/HankenGrotesk-Variable.ttf,binary,binary-or-unknown,false,true,skip_binary,Excluded from text normalization.
frontend/public/fonts/JetBrainsMono-Variable.ttf,binary,binary-or-unknown,false,true,skip_binary,Excluded from text normalization.
frontend/public/icons/MaterialSymbolsOutlined.woff2,binary,binary-or-unknown,false,true,skip_binary,Excluded from text normalization.
frontend/public/licenses/HankenGrotesk-OFL.txt,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/public/licenses/JetBrainsMono-OFL.txt,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/public/licenses/MaterialSymbols-Apache-2.0.txt,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/public/tutorial/bad-example.jpg,binary,binary-or-unknown,false,true,skip_binary,Excluded from text normalization.
frontend/public/tutorial/overview-reference.png,binary,binary-or-unknown,false,true,skip_binary,Excluded from text normalization.
frontend/src/api.js,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/src/App.jsx,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/src/components/CalibrationPanel.jsx,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/src/components/Histogram.jsx,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/src/components/Navigation.jsx,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/src/components/OriginToast.jsx,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/src/components/TutorialHub.jsx,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/src/main.jsx,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/src/styles.css,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/src/tutorials.js,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
frontend/vite.config.js,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
package.json,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
README.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
requirements.txt,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
run_docker.bat,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
run_local.bat,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
run_silent.bat,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
run_silent.vbs,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
SECURITY.md,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tests/test_api.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tests/test_calibration.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tests/test_core.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tests/test_diameter_research.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tests/test_distribution.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tests/test_loco_to_diameter.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tests/test_navigation.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tests/test_project_transfer.py,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tools/check_docker_ports.ps1,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tools/diagnose_ports.ps1,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tools/preparar_release_windows.bat,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tools/restore_checkpoint.bat,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tools/restore_ui_stage.bat,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
tools/stop_servers.ps1,text,utf-8,false,false,ok,Matches repository standard UTF-8 without BOM.
